test_mAP,task_trained,task_evaluating,data_cnt
0.36020526075001774,3,3,13596
0.32536712083272057,3,1,13596
0.32271594468984754,3,4,13596
0.41855801441474794,3,2,13596
0.20041743772672047,3,5,13596
0.37943124494635966,1,3,50637
0.39721677066753386,1,1,50637
0.3087307433720412,1,4,50637
0.44158292781981406,1,2,50637
0.1668505727683804,1,5,50637
